Deposit,Deposit style,Label,Co59,Ni60,Cu65,Zn66,As75,Mo95,Ag107,Sb121,Te125,Au197,Tl205,Pb208
"Sedimentary Canning Basin, Australia",Sedimentary,0,8.15,11.61,2.55,3.71,26.78,10.64,0.02,0.75,0.135,0.007,1.56,9.71
"Sedimentary Canning Basin, Australia",Sedimentary,0,9.48,17.03,4.23,3.75,35.73,19.57,0.04,1.22,0.099,0.007,2.43,16.05
"Sedimentary Canning Basin, Australia",Sedimentary,0,16.73,19.33,4.12,3.8,44.24,16.55,0.03,1.03,0.143,0.007,1.96,15.47
"Sedimentary Canning Basin, Australia",Sedimentary,0,17.13,18.91,2.27,4.87,50.31,10.84,0.01,0.9,0.095,0.007,1.21,9.3
"Sedimentary Canning Basin, Australia",Sedimentary,0,33.03,25.24,10,3.86,56.79,16.02,0.04,0.93,0.18,0.007,2.83,16.16
"Sedimentary Canning Basin, Australia",Sedimentary,0,20.31,22.22,1.35,6.35,71.92,12.43,0.04,0.86,0.154,0.007,0.93,8.43
"Sedimentary Canning Basin, Australia",Sedimentary,0,5.92,10.4,3.41,3.4,72.39,15.67,0.05,1,0.102,0.007,1.86,20.14
"Sedimentary Canning Basin, Australia",Sedimentary,0,43.91,24.4,3.07,0.33,85.6,20.66,0.02,0.64,0.167,0.007,2.43,13.19
"Sedimentary Canning Basin, Australia",Sedimentary,0,265.44,193.86,63.08,192.29,90.68,0.16,1.1,8.12,0.741,0.007,1.1,305.04
"Sedimentary Canning Basin, Australia",Sedimentary,0,95.73,98.67,34.26,24.27,99.6,58.39,0.08,1.1,0.21,0.007,0.36,41.06
"Sedimentary Canning Basin, Australia",Sedimentary,0,231.73,345.75,148.84,34.73,122.03,86.86,0.16,3.83,0.13,0.057,1.48,129.82
"Sedimentary Canning Basin, Australia",Sedimentary,0,131.97,294.23,120.49,28.79,129.25,64.73,0.31,3.02,0.13,0.005,1.44,93.59
"Sedimentary Canning Basin, Australia",Sedimentary,0,195.69,322.54,201.84,30.29,163.2,140.2,0.39,7,0.13,0.007,2.73,190.59
"Sedimentary Canning Basin, Australia",Sedimentary,0,666.92,431.33,191.08,177.14,181.23,0.26,5.46,27.38,2.029,0.114,1.25,697.38
"Sedimentary Canning Basin, Australia",Sedimentary,0,220.92,488.33,408.21,275.94,181.64,694.6,1.87,13.93,0.405,0.035,5.96,280.08
"Sedimentary Canning Basin, Australia",Sedimentary,0,590.57,401.14,186.23,239.7,195.52,0.5,2.48,22.36,1.453,0.06,1.07,511.27
"Sedimentary Canning Basin, Australia",Sedimentary,0,598.99,430.05,282.66,226.39,300.53,2.04,3.93,17.74,1.902,0.11,0.87,792.02
"Sedimentary Canning Basin, Australia",Sedimentary,0,625.42,458.23,307.34,254.79,310.03,1.04,3.77,18.26,1.886,0.107,0.9,842.38
"Sedimentary Canning Basin, Australia",Sedimentary,0,85.42,233.25,526.08,108.89,338.8,470.09,4.47,21.89,0.811,0.052,8.31,301.28
"Sedimentary Canning Basin, Australia",Sedimentary,0,179.53,784.59,729.92,545.34,348.07,958.3,6.39,34.47,0.82,0.139,18.64,464.94
"Sedimentary Canning Basin, Australia",Sedimentary,0,776.97,945.54,985.15,229.64,351.69,0.74,11.77,35.43,3.005,0.248,6.3,2500.5
"Sedimentary Canning Basin, Australia",Sedimentary,0,680.29,498.06,334.83,296.62,353.12,0.52,4.06,18.66,2.221,0.086,1.08,825.27
"Sedimentary Canning Basin, Australia",Sedimentary,0,1087.16,1078.72,1128.79,215.47,354.96,0.92,13.03,47.28,3.869,0.249,7.79,3156.37
"Sedimentary Canning Basin, Australia",Sedimentary,0,844.27,898.83,858.46,234.84,363.46,0.93,10.41,39.18,3.589,0.221,5.26,2331.58
"Sedimentary Canning Basin, Australia",Sedimentary,0,788.09,889.07,880.65,242.19,377.37,0.66,10.56,37.53,3.383,0.236,5.63,2396.71
"Sedimentary Canning Basin, Australia",Sedimentary,0,1197.87,1223.54,1339.55,193.74,387.09,0.82,14.61,49.99,4.135,0.267,9.79,3508.78
"Sedimentary Canning Basin, Australia",Sedimentary,0,5.06,95.97,128.9,10.2,392.19,143.52,0.6,19.23,0.137,0.01,7.94,87.91
"Sedimentary Canning Basin, Australia",Sedimentary,0,1227.81,1470.67,1781.72,186.58,417.56,1.49,17.41,53.11,4.24,0.309,10.54,4700.44
"Sedimentary Canning Basin, Australia",Sedimentary,0,541.07,408.03,172.4,239.86,424.78,1.21,3.54,18.69,2.781,0.094,1.83,746.11
"Sedimentary Canning Basin, Australia",Sedimentary,0,1391.63,901.37,640.7,271.26,445.18,0.74,7.92,48.02,3.739,0.156,5.36,1644.37
"Sedimentary Canning Basin, Australia",Sedimentary,0,20.29,179.54,242.99,24.83,467.89,264.39,1.49,28.69,0.237,0.027,11.13,262
"Sedimentary Canning Basin, Australia",Sedimentary,0,116.99,555.89,1051.98,366.13,502.21,1603.2,15.41,56.63,2.366,0.233,25.88,453.81
"Sedimentary Canning Basin, Australia",Sedimentary,0,81.24,259.2,622.89,474.7,518.39,353.65,7.82,31.16,1.523,0.042,5.44,527.7
"Sedimentary Canning Basin, Australia",Sedimentary,0,16.76,173.97,249.35,7.88,525.96,1388.06,0.77,33.74,0.1,0.012,12.84,287.03
"Sedimentary Canning Basin, Australia",Sedimentary,0,94.01,504.73,1543.41,930.88,554.53,379.53,41.28,63.6,4.67,0.192,33.12,529.33
"Sedimentary Canning Basin, Australia",Sedimentary,0,13.99,174.17,294.4,17.67,575.38,211.7,1.25,29.11,0.272,0.019,15.21,215.49
"Sedimentary Canning Basin, Australia",Sedimentary,0,14.12,133.71,234.88,10.61,603.67,346.42,0.73,33.53,0.242,0.011,9.5,202.52
"Sedimentary Canning Basin, Australia",Sedimentary,0,7.85,116.68,191.21,9.83,608.06,241.71,0.56,32.83,0.129,0.007,11.77,144.4
"Sedimentary Canning Basin, Australia",Sedimentary,0,24.11,183.23,203.91,11.78,645.05,458.93,0.96,39.12,0.204,0.019,10.39,274.11
"Sedimentary Canning Basin, Australia",Sedimentary,0,14.03,153.99,197.76,19.48,645.99,256.6,1.09,34.5,0.165,0.024,10.93,160.96
"Sedimentary Canning Basin, Australia",Sedimentary,0,27.38,166.87,193.45,11.53,657.82,260.16,0.49,34.3,0.099,0.007,10.12,231.29
"Sedimentary Canning Basin, Australia",Sedimentary,0,88.16,261.68,253.98,17.47,671.3,315.28,0.87,26.94,0.13,0.006,3.36,419.58
"Sedimentary Canning Basin, Australia",Sedimentary,0,41.26,379.57,2228.83,606.23,676,174.6,49.7,76.12,4.634,0.207,52.82,498.13
"Sedimentary Canning Basin, Australia",Sedimentary,0,12.83,165.54,302.55,24.34,678.36,269.2,2.9,40.13,0.31,0.047,15.68,157.53
"Sedimentary Canning Basin, Australia",Sedimentary,0,11.9,159.51,250.24,14.22,679.23,279.87,1.79,37.68,0.165,0.027,12.53,178.95
"Sedimentary Canning Basin, Australia",Sedimentary,0,10.88,156.29,208.9,12.8,679.46,480.57,0.7,37.78,0.184,0.009,10.84,176.94
"Sedimentary Canning Basin, Australia",Sedimentary,0,82.53,195.45,321.91,135.71,685.12,457.38,1.94,26.16,0.273,0.011,6.98,440.1
"Sedimentary Canning Basin, Australia",Sedimentary,0,80.07,459.04,3206.08,453.88,690.41,285.86,50.49,73.69,5.799,0.159,37.77,710.96
"Sedimentary Canning Basin, Australia",Sedimentary,0,59.59,329.74,1014.72,174.5,715.78,338.95,20.41,39.36,1.949,0.135,14.05,421.73
"Sedimentary Canning Basin, Australia",Sedimentary,0,32.43,123.91,199.58,9.52,722.87,391.52,0.49,27.85,0.119,0.007,6.06,307.73
"Sedimentary Canning Basin, Australia",Sedimentary,0,72.86,471.57,2872.26,648.1,738.97,275.76,54.74,63.32,4.571,0.245,45.56,638.1
"Sedimentary Canning Basin, Australia",Sedimentary,0,68.68,186.84,323.87,40.22,740.31,465.53,1.37,30.51,0.281,0.008,4.93,361.26
"Sedimentary Canning Basin, Australia",Sedimentary,0,58.93,174.48,286.35,41.88,741.52,345.83,1.2,35.35,0.152,0.01,4.49,458.23
"Sedimentary Canning Basin, Australia",Sedimentary,0,23.66,266.02,429.48,21.77,744.46,1116.62,2.51,46.21,0.602,0.036,13.35,429.79
"Sedimentary Canning Basin, Australia",Sedimentary,0,101.89,628.23,4238.67,728.67,758.03,380.07,56.69,73.47,5.878,0.184,42.87,968.64
"Sedimentary Canning Basin, Australia",Sedimentary,0,63.76,153.51,204.43,35.35,779.97,400.18,0.57,26.67,0.088,0.018,5.51,419.88
"Sedimentary Canning Basin, Australia",Sedimentary,0,52.44,152.05,295.5,112.76,786.14,457.91,1.29,35.84,0.13,0.013,5.16,455.66
"Sedimentary Canning Basin, Australia",Sedimentary,0,56.33,152.85,235.19,75.73,786.79,452.23,1.4,31,0.19,0.01,6.37,374.59
"Sedimentary Canning Basin, Australia",Sedimentary,0,108.86,341.12,626.22,308.02,792.42,421.89,4.18,41.99,1.142,0.014,5.08,678.08
"Sedimentary Canning Basin, Australia",Sedimentary,0,134.81,339.86,445.83,378.6,819.74,306.43,6.07,44.29,0.794,0.046,8.02,796.82
"Sedimentary Canning Basin, Australia",Sedimentary,0,57.88,197.97,358.38,109.44,835.59,411.37,1.74,33.85,0.334,0.014,5.2,435.14
"Sedimentary Canning Basin, Australia",Sedimentary,0,32.5,138.84,176.7,28.13,838.19,372.12,0.48,40.66,0.143,0.01,9.21,208.07
"Sedimentary Canning Basin, Australia",Sedimentary,0,27.26,95.4,148.57,1.18,864.71,403.33,0.42,29.78,0.13,0.007,6.18,322.57
"Sedimentary Canning Basin, Australia",Sedimentary,0,23.48,96.62,150.77,2.38,867.28,400.57,0.38,29.85,0.067,0.018,5.77,336.33
"Sedimentary Canning Basin, Australia",Sedimentary,0,20.1,99.26,144.94,6.9,880.43,355.94,0.34,55.19,0.096,0.005,6.92,225.88
"Sedimentary Canning Basin, Australia",Sedimentary,0,24.94,101.83,142.05,0.9,902.95,360.7,0.43,31.17,0.13,0.007,5.58,371.56
"Sedimentary Canning Basin, Australia",Sedimentary,0,146.63,410.71,1218.22,332.31,936.24,342.49,14.56,60.71,2.061,0.05,13.79,1071.68
"Sedimentary Canning Basin, Australia",Sedimentary,0,115.76,245.63,222.32,145.44,981.28,347.99,1,45.16,0.255,0.01,5.87,877.67
"Sedimentary Canning Basin, Australia",Sedimentary,0,74.69,440.01,2435.58,717.49,1000.07,342.81,51.67,73.06,4.969,0.221,38.83,697.36
"Sedimentary Canning Basin, Australia",Sedimentary,0,91.11,303.36,422.61,261.92,1052.96,297.86,3.72,53.48,0.404,0.029,7.78,829.68
"Sedimentary Canning Basin, Australia",Sedimentary,0,113.16,333.33,707.73,362.49,1071.4,347.35,5.25,60.82,0.649,0.038,7.89,955.15
"Sedimentary Canning Basin, Australia",Sedimentary,0,627.91,667.09,522.56,1.05,1087.22,6.6,1.43,27.48,6.322,0.031,3.78,739.03
"Sedimentary Canning Basin, Australia",Sedimentary,0,555.78,276.58,215.1,48.19,1122.54,1.23,1.65,23.86,2.401,0.032,2.93,486.82
"Sedimentary Canning Basin, Australia",Sedimentary,0,94.94,270.39,294.37,131.28,1141.35,315.18,2.05,61.64,0.198,0.021,5.25,983.72
"Sedimentary Canning Basin, Australia",Sedimentary,0,154.86,405.64,240.35,197.25,1145.71,328.8,1.93,64.29,0.232,0.019,7.31,1079.33
"Sedimentary Canning Basin, Australia",Sedimentary,0,378.69,203.42,119.55,105.92,1518.47,5.67,0.71,7.5,1.607,0.134,2.16,196.5
"Sedimentary Canning Basin, Australia",Sedimentary,0,242.43,115.77,100.57,54.92,1590.54,2.82,0.57,7.29,1.121,0.016,1.23,192.05
"Sedimentary Canning Basin, Australia",Sedimentary,0,233.16,116.61,67.35,51.48,1597.49,1.21,0.52,5.93,0.624,0.023,1.67,165.52
"Sedimentary Canning Basin, Australia",Sedimentary,0,276.52,122.86,111.55,62.31,1643.37,5.22,0.59,7.36,1.053,0.033,1.55,202.57
"Sedimentary Canning Basin, Australia",Sedimentary,0,517.38,367.32,301.82,1754.99,1753.89,114.3,1.38,17.7,2.786,0.095,9.68,370.69
"Sedimentary Canning Basin, Australia",Sedimentary,0,397.31,305.54,390.3,2348.13,1912.08,154.06,1.56,17.49,1.796,0.078,9.51,338.78
"Sedimentary Canning Basin, Australia",Sedimentary,0,586.67,384,422.71,5036.76,2170.88,143.38,1.61,18.12,2.161,0.05,10.88,406.9
"Sedimentary Canning Basin, Australia",Sedimentary,0,460.45,228.05,400.13,120.11,2234.98,182.7,1.41,12.14,2.705,0.078,5.43,253.58
"Sedimentary Canning Basin, Australia",Sedimentary,0,506.22,274.91,385.72,165.48,2484.01,218.13,1.38,12.16,2.004,0.044,9.99,244.88
"Sedimentary Canning Basin, Australia",Sedimentary,0,69.26,333.1,273.68,122.58,57.49,8.7,0.19,3.57,1.938,0.007,1.18,198.6
"Sedimentary Canning Basin, Australia",Sedimentary,0,172.45,26.67,59.19,19.82,60.36,25.04,0.12,2.94,0.212,0.018,1.37,216.58
"Sedimentary Canning Basin, Australia",Sedimentary,0,141.14,32.28,59.56,32.63,61.51,9.92,0.16,2.9,0.184,0.007,1.12,170.56
"Sedimentary Canning Basin, Australia",Sedimentary,0,221.08,37.84,50.75,57.56,78.19,24.21,0.25,2.99,0.229,0.014,1.8,184.5
"Sedimentary Canning Basin, Australia",Sedimentary,0,222.95,176.8,151.53,38.91,99.67,17.72,0.4,7.1,0.781,0.02,4.27,173.28
"Sedimentary Canning Basin, Australia",Sedimentary,0,202.47,97.54,48.8,52.35,108.75,9.32,0.46,3.79,0.832,0.007,0.93,139.43
"Sedimentary Canning Basin, Australia",Sedimentary,0,166.21,58.09,53.32,87.1,116.86,1.37,0.32,3.69,1.237,0.017,0.47,84.96
"Sedimentary Canning Basin, Australia",Sedimentary,0,84.47,295.22,279.32,67.83,135.63,25.33,2.68,8.66,4.316,0.042,0.9,176.02
"Sedimentary Canning Basin, Australia",Sedimentary,0,231.07,90.87,56.87,152.69,141.85,1.32,0.47,1.67,1.336,0.007,2.09,147.09
"Sedimentary Canning Basin, Australia",Sedimentary,0,288.98,115.02,80.92,194.79,155.2,2.37,0.86,2.41,1.894,0.023,1.06,146.52
"Sedimentary Canning Basin, Australia",Sedimentary,0,263.61,98.85,80.4,169.85,157.2,2.05,0.74,2.18,1.815,0.038,1,144.65
"Sedimentary Canning Basin, Australia",Sedimentary,0,253.18,98.05,74.01,201.3,158.3,1.89,0.58,2.07,1.497,0.024,0.95,129.53
"Sedimentary Canning Basin, Australia",Sedimentary,0,177.17,57.45,69.96,173.03,165.47,1.3,0.49,1.7,0.713,0.007,1.16,93.16
"Sedimentary Canning Basin, Australia",Sedimentary,0,185.11,57.21,46.38,109.65,167.47,0.76,0.41,1.36,1.037,0.019,0.79,67.53
"Sedimentary Canning Basin, Australia",Sedimentary,0,103.29,433.93,360.07,178.83,168.44,18.06,1.96,8.83,3.586,0.045,1.34,229.12
"Sedimentary Canning Basin, Australia",Sedimentary,0,573.3,137.66,122.67,115.39,168.5,1.02,1.09,11.33,3.938,0.079,0.53,258.96
"Sedimentary Canning Basin, Australia",Sedimentary,0,562.55,131.07,111.22,106.66,174.6,0.92,0.91,12.33,3.389,0.075,0.57,226.14
"Sedimentary Canning Basin, Australia",Sedimentary,0,487.46,121.63,90.07,214.11,183.54,0.69,0.87,9.63,3.532,0.037,0.61,316.51
"Sedimentary Canning Basin, Australia",Sedimentary,0,594.36,128.77,112.66,93.19,210.52,0.8,1.08,15.1,4.1,0.063,0.52,226.85
"Sedimentary Canning Basin, Australia",Sedimentary,0,374.25,1302.72,1623.17,393.21,231.47,29.11,2.06,21.84,5.561,0.025,1.87,965.89
"Sedimentary Canning Basin, Australia",Sedimentary,0,196.27,67.65,32.44,180.71,232.14,5.17,0.21,3.58,0.434,0.018,8.04,100.82
"Sedimentary Canning Basin, Australia",Sedimentary,0,216.08,818.82,726.99,215.08,241.03,21.28,1.95,15.18,3.467,0.007,1.53,668.99
"Sedimentary Canning Basin, Australia",Sedimentary,0,370.87,108.49,79.35,196.49,246.76,0.66,0.8,7.12,2.82,0.055,1.12,235.66
"Sedimentary Canning Basin, Australia",Sedimentary,0,301.07,1064.5,1341.68,523.39,344.23,41.51,4.64,24.45,8.118,0.077,2.31,791.48
"Sedimentary Canning Basin, Australia",Sedimentary,0,151.22,69.35,35.01,191.7,455.4,8.25,0.32,1.13,0.523,0.074,9.92,61.49
"Sedimentary Canning Basin, Australia",Sedimentary,0,136.19,69.1,41.1,271.24,467.13,8.31,0.4,1.03,0.466,0.15,8.76,52.81
"Sedimentary Canning Basin, Australia",Sedimentary,0,611.25,351.56,161,203.71,492.06,9.46,1.44,12.34,3.308,0.113,3.65,319.2
"Sedimentary Canning Basin, Australia",Sedimentary,0,274.33,987.39,707.3,182.18,496.72,66.25,9,27.83,14.346,0.154,3.27,465.94
"Sedimentary Canning Basin, Australia",Sedimentary,0,356.19,186.14,86.27,313.67,526.74,3.69,1.71,18.65,1.44,0.036,18.81,330.21
"Sedimentary Canning Basin, Australia",Sedimentary,0,305.91,227.62,61.42,3.58,35.02,0.68,1.68,4.13,0.13,0.079,0.76,111.12
"Sedimentary Canning Basin, Australia",Sedimentary,0,392.19,264.55,69.68,4.52,47.27,0.55,1.3,5.09,0.151,0.062,0.92,117.57
"Sedimentary Canning Basin, Australia",Sedimentary,0,239.08,121.11,37.69,4.46,53.66,0.8,0.44,2.92,0.46,0.023,0.75,57.79
"Sedimentary Canning Basin, Australia",Sedimentary,0,348.03,220.51,69.43,1.78,62.73,0.96,1.48,4.56,0.13,0.064,0.92,124.39
"Sedimentary Canning Basin, Australia",Sedimentary,0,337.19,191.53,65.66,5.26,64.5,0.99,1.04,3.88,0.13,0.056,0.83,91.96
"Sedimentary Canning Basin, Australia",Sedimentary,0,532.13,275.85,83.9,6.32,91.44,1.2,1.57,5.85,0.191,0.078,0.74,120.77
"Sedimentary Canning Basin, Australia",Sedimentary,0,557.5,334.64,94.14,5.98,105.41,1.2,1.41,6.7,0.303,0.081,0.83,131.96
"Sedimentary Canning Basin, Australia",Sedimentary,0,262.42,463.33,324.32,8.27,139.31,3.47,7.8,18.9,0.257,0.031,10.92,632.32
"Sedimentary Canning Basin, Australia",Sedimentary,0,301.29,512.01,355.09,6.26,141.76,3.19,7.06,17.44,0.134,0.061,6.57,692.85
"Sedimentary Canning Basin, Australia",Sedimentary,0,171.28,438.08,266.78,6.21,147.07,3.55,8.15,17.79,0.13,0.038,13.84,457.35
"Sedimentary Canning Basin, Australia",Sedimentary,0,239.17,570.61,343.38,9.18,175.93,4.61,10.06,21.27,0.232,0.047,17.21,586.95
"Sedimentary Canning Basin, Australia",Sedimentary,0,99.91,288.32,352.58,6.55,183.42,5.52,11.33,14.1,0.175,0.004,9.34,144.31
"Sedimentary Canning Basin, Australia",Sedimentary,0,54.11,144.33,210.52,5.7,184.05,5.3,9.18,12.07,0.143,0.007,4.62,46.06
"Sedimentary Canning Basin, Australia",Sedimentary,0,281.67,131.63,584.97,6.15,185.1,1.55,0.77,6.93,5.747,0.071,0.9,270.2
"Sedimentary Canning Basin, Australia",Sedimentary,0,319.3,613.12,348.37,6.65,190,3.94,8.51,22.27,0.13,0.03,13.12,555.83
"Sedimentary Canning Basin, Australia",Sedimentary,0,165.37,362.67,372.24,6.68,198.34,5.64,12.76,15.46,0.158,0.007,13.01,145.32
"Sedimentary Canning Basin, Australia",Sedimentary,0,34.5,102.41,268.89,6.4,198.56,5.42,16.16,13.5,0.114,0.007,10.84,20.51
"Sedimentary Canning Basin, Australia",Sedimentary,0,776.35,613.58,310.43,12.59,216.12,2.66,7.81,23.36,0.221,0.037,11.83,629.1
"Sedimentary Canning Basin, Australia",Sedimentary,0,44.22,105.2,222.26,5.46,264.5,6.07,10.1,11.52,0.143,0.007,6.41,48.64
"Sedimentary Canning Basin, Australia",Sedimentary,0,275.72,341.73,241.42,6.42,285.22,12.51,4.24,15.83,0.13,0.007,4.77,217.46
"Sedimentary Canning Basin, Australia",Sedimentary,0,264.01,385.73,345.94,5.83,322.37,17.76,7.81,19.91,0.186,0.007,7.06,208.02
"Sedimentary Canning Basin, Australia",Sedimentary,0,219.78,213.67,271.67,49.83,325.33,37.75,4.37,14.28,0.102,0.007,4.11,230.18
"Sedimentary Canning Basin, Australia",Sedimentary,0,256.48,328.3,343.93,4.85,334.39,18.36,7.67,18.33,0.163,0.007,7.24,192.31
"Sedimentary Canning Basin, Australia",Sedimentary,0,217.42,237.24,157.75,4.32,460.68,28.33,1.57,11.64,0.13,0.007,1.43,154.36
"Sedimentary Canning Basin, Australia",Sedimentary,0,364.3,195.35,266.91,3.9,480.32,59.66,1.09,29.27,0.272,0.018,2.38,288.58
"Sedimentary Canning Basin, Australia",Sedimentary,0,421.07,242.39,332.33,4.53,590.65,65.61,1.41,33.33,0.139,0.006,2.51,343.14
"Sedimentary Canning Basin, Australia",Sedimentary,0,396.87,317.3,323.32,5.51,594.45,46.97,1.48,44.06,0.105,0.009,3.87,345.42
"Sedimentary Canning Basin, Australia",Sedimentary,0,173.86,148.98,173.27,5.04,620.67,46.19,0.54,29.44,0.146,0.007,1.84,301.46
"Sedimentary Canning Basin, Australia",Sedimentary,0,275.99,180.34,226.41,3.88,666.04,42.6,1.26,20.77,0.129,0.007,1.62,235.21
"Sedimentary Canning Basin, Australia",Sedimentary,0,1.65,6.7,3.86,6.11,6.82,4.11,0,0.51,0.097,0.007,1.38,1.75
"Sedimentary Canning Basin, Australia",Sedimentary,0,6.34,12.87,6.07,8.96,11.35,7.14,0.02,5.85,0.164,0.005,2.29,7.56
"Sedimentary Canning Basin, Australia",Sedimentary,0,10.63,9.58,3.16,1.86,13.51,21.57,0.01,1.38,0.154,0.018,2.33,14.18
"Sedimentary Canning Basin, Australia",Sedimentary,0,14.1,15.05,0.61,0.12,13.69,8.02,0.01,0.99,0.102,0.007,1.55,5.05
"Sedimentary Canning Basin, Australia",Sedimentary,0,3.7,8.34,3.79,6.91,20.41,11.62,0.02,1.06,0.145,0.007,1.99,9.41
"Sedimentary Canning Basin, Australia",Sedimentary,0,3.76,9.7,3.02,5.46,21.54,9.78,0.02,0.85,0.16,0.007,1.41,6.55
"Sedimentary Canning Basin, Australia",Sedimentary,0,18.27,19.62,2.84,7.58,22.57,13.11,0.02,0.97,0.168,0.007,2.19,11.92
"Sedimentary Canning Basin, Australia",Sedimentary,0,5.67,12.58,0.04,2.91,27.5,4.15,0.05,0.66,0.217,0.007,0.65,6.69
"Sedimentary Canning Basin, Australia",Sedimentary,0,12.26,18.36,2.8,5.45,39.66,8.77,0.02,0.94,0.124,0.007,1.61,8.15
"Sedimentary Canning Basin, Australia",Sedimentary,0,12.21,17.63,5.16,4.66,46.86,11.71,0.05,1.13,0.086,0.007,2.87,15.42
"Sedimentary Canning Basin, Australia",Sedimentary,0,34.23,20.23,3.33,1.78,69.96,12.13,0.02,0.64,0.104,0.007,1.97,9.89
"Sedimentary Canning Basin, Australia",Sedimentary,0,17.21,22,9.95,4.22,72.27,66.96,0.04,3.36,0.147,0.007,3.72,64.64
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,79.81,2961.14,1131.74,1798.95,92.69,376.47,60.99,90.14,1.625,0.093,39.97,135.8
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,17.23,443.81,44.33,384.31,25.63,84.79,12.47,12.81,0.13,0.007,13.77,20.46
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,82.36,2839.51,1014.63,935.34,83.6,419.41,43.7,42.02,1.637,0.075,15.21,90.51
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,5.46,220.39,552.84,6.02,2546.03,98.73,53.38,358.46,0.13,0.011,10.28,144.71
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,72.16,3098.19,1211.52,1539.79,63.81,382.39,55.42,76.1,0.13,0.007,15.92,131.05
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,20.33,700.2,138.12,233.72,22.3,128.67,15.21,12.77,0.13,0.007,53.32,18.95
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,9.44,340.71,650.05,43.03,2154.55,96.9,78.26,419.19,0.089,0.014,21.52,121.6
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,60.75,1973.41,735.29,1300.68,89.51,312.2,47.88,58.4,0.13,0.098,45.68,83.6
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,8.57,302.01,476.36,77.04,1867.14,86.52,47.15,296.58,0.185,0.008,9.06,126.46
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,13.92,435.95,493.15,128.95,333.97,307.41,69.85,170.39,0.272,0.019,47.44,176.61
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,2.65,55.56,33.33,319.49,4.05,31.43,1.94,4.39,0.13,0.007,82.06,7.91
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,2.18,39.24,18.7,220.92,5.58,20.4,2.32,4.69,0.13,0.013,97.28,2.08
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,81.87,2977.51,1132.9,681.33,80.94,345.73,67.45,67.74,1.675,0.073,16.75,115.8
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,5.79,203.6,471.64,63.66,2289.11,110.6,41.53,394.02,0.13,0.007,15.35,102.57
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,1222.18,3355.05,349.43,8771.87,330.65,1394.33,34.19,100.29,1.346,0.036,383.1,97.48
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,85.82,1103.78,383.36,4166.6,380.11,1608.33,14.8,124.97,2.07,0.032,44.52,130.07
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,205.93,1871.07,262.31,4402.13,384.69,747.11,6.81,58.08,0.631,0.096,94.05,58.19
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,312.86,2827.16,147.34,1832.15,449.28,1054.74,9.1,81.8,0.966,0.057,51.11,91.28
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,64.04,3890.34,98.36,4461.37,54.63,1992.48,13.17,112.65,0.13,0.007,12.71,123.6
"Sedimentary Carbondale, Mid.Penns. USA",Sedimentary,0,72.42,4034.87,144.18,6829.74,72.01,2152.5,17.56,159.26,0.13,0.007,20.34,176.83
