Deposit,Deposit style,Label,Co59,Ni60,Cu65,Zn66,As75,Mo95,Ag107,Sb121,Te125,Au197,Tl205,Pb208
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,39.09,54.49,118.93,154.59,104.19,92.47,1.03,7.98,0.758,0.039,4.8,157.21
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,3.01,6.34,50.03,53.47,89.82,32.87,0.23,10.52,0.13,0.007,2.29,21.91
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,37.15,73.56,339.38,190.16,352.17,283.36,3.22,18.99,2.702,0.354,9.63,904.82
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,59.86,76.27,290.38,234.55,427.14,206.85,1.22,6.98,1.019,0.007,8.94,426.35
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,9.46,81.26,134.26,386.69,228.91,430.9,0.41,34.23,0.291,0.043,9.25,97.12
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,24.1,168.15,1436.82,167.18,1434.18,517.07,11.6,146.8,27.307,0.428,18.98,415.25
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,15.02,110.16,1355.39,262.33,727.68,377.97,9.12,39.79,11.362,0.557,6.58,615.41
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,17.81,62.98,476.91,89.32,79.2,24.06,1.72,6.88,0.351,0.017,7.64,199.35
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,29.75,35.49,180.01,153.73,220.93,205.3,1.79,65.13,0.667,0.007,9.64,244.11
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,49.88,78.25,327.2,171.07,444.9,272.14,3.39,20.3,1.922,0.116,6.93,894.63
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,56.45,89.31,366.68,201.28,462.06,297.21,5.15,16.14,2.249,0.282,7.85,1035
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,56.44,128.18,581.84,237.76,502.57,346.05,5.67,24.31,4.544,0.402,7.25,901.92
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,75.94,95.69,281.13,267.58,670.64,292.98,1.56,14.32,1.754,0.053,16.32,692.76
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,74.05,62.34,78.07,76.82,1225.06,19.87,0.19,5.6,0.13,0.005,1.93,58.64
"Sedimentary Winning group Muderong Shale Canarvon Basin, WA, Australia",Sedimentary,0,27.12,132.52,1349.55,218.92,1256.76,614.16,14.83,150.66,28.593,0.253,19.22,878.2
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,48.01,695.79,0.89,2.2,433.06,8.83,0,41.63,0.13,0.007,2.57,67.4
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,215.36,127.39,3.72,6.48,2054.57,18.56,0.02,6.81,0.076,0.004,11.75,9.3
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,40.93,24.57,3.98,4.8,1703.92,33.12,0.02,2.34,0.13,0.007,2.88,3.88
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,324.22,268.13,6.79,5.73,2231.66,19.29,0.03,10.24,0.113,0.007,14.78,11.69
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,224.07,68.33,7.13,3.66,1752.25,16.82,0.03,9.23,0.108,0.01,10.26,6.03
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,94.88,1071.29,5.69,2.35,792.12,14.33,0.04,70.39,0.13,0.007,4.68,200.03
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,214.57,80.56,6.29,11.73,2558.14,17.77,0,10.05,0.069,0.006,14.32,11.21
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,160.7,69.42,11.28,14.54,1706.72,19.04,0.02,14.08,0.134,0.009,6.67,32.43
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,98.95,678.45,5.72,4.77,374.7,29.02,0.08,19.93,0.272,0.018,3.58,210.68
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,75.77,807.99,0.79,3.09,550.17,7.59,0,57.61,0.13,0.007,16.45,49.17
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,82.04,778.58,0.81,1.75,487.09,5.72,0.01,55.01,0.13,0.007,9.59,74.13
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,114.89,1324.54,2.49,3.6,734.13,12.32,0.01,63.68,0.13,0.007,7.65,160.41
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,113.34,1453.26,13.5,2.47,619.12,9.02,0.04,64.71,0.13,0.007,4.2,301.26
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,23.98,234.79,9.9,7.24,586.65,34.05,0,16.73,0.13,0.007,3.62,12.16
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,85.74,963.55,2.07,3.14,645.56,10.03,0.01,63.48,0.13,0.007,13.38,87.6
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,156.58,41.62,9.84,4.13,2154.68,16.16,0.02,7.77,0.272,0.018,9.04,6.48
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,95.94,1098.86,5.18,2.21,609.74,8.64,0.02,63.16,0.13,0.007,13.54,117.97
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,106.19,1018.65,4.56,2.55,515.2,6.61,0.03,61.62,0.13,0.007,17.93,145.64
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,66.21,851.59,5.42,2.66,570.17,10.4,0.02,52.51,0.048,0.007,3.13,149.01
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,104.32,31.41,5.2,12.27,2664.96,26.59,0.02,4.32,0.108,0.007,5.33,1.84
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,205.06,63.22,6.54,3.69,1695.61,15.26,0.02,9.07,0.13,0.008,10.03,5.42
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,123.1,44.78,27.63,4.7,2685.9,30.08,0.05,8.11,0.187,0.011,9.13,12.6
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,103.21,997.82,3.65,1.95,509.13,6.57,0.01,54.87,0.13,0.007,9.31,187.28
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,240.3,172.62,10.15,11.06,1642.14,16.25,0.03,9.43,0.096,0.011,11.42,13.34
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,95.8,31.15,5.37,5.42,2675.77,28.28,0.03,4.92,0.102,0.007,6.26,6.68
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,67.19,585.67,1.95,1.84,517.45,5.93,0.01,50.23,0.13,0.007,17.12,61.58
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,110.89,1175.13,14.3,3.23,633.98,14.45,0.05,64.82,0.13,0.006,5.81,218.64
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,36.37,458.2,4.64,21.34,429.83,10.17,0,34.38,0.13,0.007,12.35,6.59
"Sedimentary Oxford J3 Volga River, Kazan, Russia",Sedimentary,0,52.62,40.8,16.35,8.42,2265.52,35.3,0,4.86,0.087,0.006,4.85,11.63
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1947.99,295.02,22.85,14.36,4468.91,26.67,9.63,131.44,2.148,0.814,2.5,330.66
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,31.46,145.1,30.27,4.22,631.71,15.37,0.97,57.75,0.13,0.118,6.86,322.34
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,268.32,1697.64,943.07,15.97,3014.38,15.05,2.13,30.48,9.464,0.116,857.32,154.17
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,782.11,229.62,28.26,6.57,4254.34,32.98,9.65,142.9,1.841,0.938,1.54,368.56
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,563.05,313.16,29.77,39.87,2735.2,116.35,8.11,125.83,1.764,0.277,1.19,295.53
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,65.64,288.32,42.48,4.83,881.19,1.94,1.13,36.92,1.317,0.423,5.02,334.56
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1142.6,1684.92,64.62,12.98,2009.57,10.73,15.98,180.7,5.242,0.271,4.27,838.82
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,210.69,410.41,33.56,5.99,608.4,20.14,1.38,35.99,0.13,0.422,5.81,316.87
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,12.79,170.33,25.14,1.88,500.4,9.88,0.79,41.24,0.763,0.068,5.93,200.55
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,508.79,619.61,22.85,77.11,598.59,4.6,1.1,33.12,0.272,0.068,4.57,115.96
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,571.56,357.99,36.9,29.56,3480.78,17.73,7.58,193.7,2.371,0.337,1.64,416.64
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1253.73,1655.21,179.37,0.19,2911.53,15.78,76.56,700.28,31.848,1.209,5.6,1924.96
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,39.92,49.07,91.27,8.25,478.67,46.96,2.61,131.8,1.252,0.189,18.5,1094.36
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,121.73,209.29,17.91,7.65,1025.84,3.09,0.68,23.04,0.13,0.135,2.47,111.2
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,60.14,196.91,33.63,5.34,674.58,15.17,2.24,63.75,0.13,0.176,6.69,212.81
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1472.95,1044.75,49.05,29.45,5614.93,27.11,9.87,255.27,4.489,1.235,3.16,610.73
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,248.69,1549.89,514.66,8.37,1914.96,5.51,1.64,30.1,10.191,0.078,262.59,145.38
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,417.01,2067.64,843.27,5.49,6352.58,19.4,1.22,28.57,0.866,0.091,509.07,183.53
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1066.25,780.59,23.71,34.53,3489.39,26.01,9.81,133.57,2.721,0.207,2.04,265.47
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,740.5,1310.6,26.59,7.06,1585.57,2.27,4.26,80.06,1.826,0.114,1.47,467.7
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1804.18,2353.39,83.55,10.57,2214.18,16.6,31.48,309.27,9.424,0.573,4.47,1289.44
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1055.03,1812.98,77.29,0.06,2250.34,4.6,18.77,237.92,4.548,0.43,3.76,1319.3
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,184.29,333.09,28.68,14.05,721.62,3.16,0.85,31.28,0.13,0.198,4.97,142.08
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,80.81,313.4,28.76,0.56,535.42,6.47,1.07,52.96,0.73,0.007,5.65,224.16
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,371.86,271.45,23.4,24.93,3301.1,18.86,6.63,120.46,1.612,0.331,1.58,275.21
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,153.92,102.65,32.18,15.46,4171.38,37.24,5.6,139.56,1.38,0.697,1.77,435.37
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1335.08,262.73,33.33,11.35,5782.1,36,8.75,177.59,2.536,1.869,2.06,593.58
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,346.14,295.85,20.8,25.99,2206.65,14.85,3.57,85.31,0.836,0.213,1.05,182.43
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,253.48,480.65,18.88,24.55,2609.2,36.25,8.32,98.06,0.13,0.238,2.68,227.37
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1339.12,1367.55,42.57,28.58,2034.71,7.81,13.99,169.9,0.272,0.146,4.9,1003.95
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1812.11,249.82,15.8,0.38,3748.01,28.62,5.91,95.97,1.279,0.601,1.13,256.58
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,326.52,1943.88,794.56,4,986.9,3.88,1.64,25.4,3.728,0.062,857.91,87.75
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1953.8,1495.14,35.25,95.11,3978.91,61.16,3.27,98.42,1.593,0.24,2.41,262.03
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,333.84,1443.18,27.67,1648.2,2982.1,18.55,4.78,84.18,1.359,0.169,1.25,191.56
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,842.89,1176.46,62.69,44.98,1885.68,9.61,24.75,250.48,10.685,0.422,3.39,1098.3
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,1339.41,809.75,21.41,59.37,3319.97,42.81,7.17,115.38,2.54,0.161,2.85,252.31
"Sedimentary   Curnamona, NSW, Australia",Sedimentary,0,300.81,1964.83,1011.35,6.38,4046.73,19.8,1.75,30.68,6.21,0.086,1166.14,162.03
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,324.18,322.33,399.75,66.19,633.53,34.41,1.12,11.95,1.248,0.078,1.56,487.72
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,924.94,1371.98,442.7,59.2,519.92,18.8,2.98,99.23,1.314,0.059,8.67,961.49
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,977.56,1449.03,416.82,70.54,573.16,21.31,2.9,102.5,1.398,0.074,9.21,896.19
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,612.61,651.21,1011.91,256.1,1586.67,81.06,4.4,53.38,6.189,0.12,4.2,1508.19
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,215.92,268.81,302.04,32.59,953.38,53.48,2.68,17.12,0.98,0.114,2.39,528.55
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,107.54,661.31,367.83,216.53,1931.55,101.97,3.28,54.33,0.255,0.134,2.18,1015.68
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,993.18,889.09,526.17,78.33,508.65,14.16,2.35,125.83,0.921,0.007,5.16,2133.39
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,398.54,801.59,577.04,221.67,1634.29,79.9,3.38,89,1.151,0.156,3.39,8688.22
"Sedimentary  Pertatataka Armadeus Basin, NT,  Australia",Sedimentary,0,231.27,232.19,330.9,56.7,341.65,47.02,1.65,37.2,0.13,0.066,1.46,769.22
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,15.96,59.61,55.23,16.57,200.82,88.16,0.35,3.55,0.13,0.007,3.45,16.81
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,5.25,19.94,21.34,1.99,288.27,67.59,0.11,2.37,0.13,0.007,3.08,11.82
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,4.8,17.54,17.87,0.73,290.96,82.28,0.07,2.12,0.13,0.007,2.59,10.4
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,7.45,23.51,25.3,5.24,233.78,69.33,0.12,2.45,0.13,0.007,2.79,16.34
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,8.83,31.78,36.45,0.29,223.43,58.71,0.24,2.5,0.13,0.034,2.93,16.57
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,19.79,94.63,47.63,2.7,288.25,67.94,0.07,1.62,0.13,0.007,2.31,10.23
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,32.4,112.93,40.33,10.9,253.83,64.17,0.25,1.78,0.13,0.007,2.49,14.12
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,30.39,149.87,57.55,1.65,384.82,85.03,0.39,3.18,0.13,0.007,4.29,26.57
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,12.06,38.08,23.25,2.48,191.53,53.76,0.25,2.62,0.13,0.007,3.33,17.59
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,10.54,38.29,2.4,3.71,211.9,50.72,0.12,1.8,0.203,0.007,3.06,12.06
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,7.31,26.44,45.78,4.96,337.14,97.83,0.13,3.12,0.13,0.007,2.87,15.64
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,7.81,31.53,1.89,3.41,198.91,44.34,0.05,1.48,0.13,0.007,2.27,9.67
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,5.22,19.78,29.56,2.37,291.19,80.97,0.15,2.62,0.262,0.029,2.81,15.25
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,7.74,20.21,30.05,1.96,517.88,64.81,0.06,2,0.177,0.007,2.87,12.24
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,10.23,46.95,44.76,3.03,488.89,84.07,0.14,3.16,0.219,0.007,3.74,16.19
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,8.84,27,33.17,4.7,239.91,71.07,0.2,2.65,0.13,0.007,2.65,16.21
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,13.75,82.68,54.94,1.33,441.61,92.8,0.08,2.27,0.13,0.007,2.82,12.82
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,8.8,33.36,53.77,3.7,360.54,102.62,0.2,2.7,0.13,0.019,2.74,16.78
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,10.9,35.13,5.7,4.14,179.54,43.93,0.16,1.99,0.13,0.007,2.5,12.23
"Sedimentary  Posidonia Dotternhausen, Germany",Sedimentary,0,9.41,33.12,21.45,4.2,187.63,61.51,0.11,1.96,0.13,0.007,2.47,11.7
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,400,996.96,115.74,14.03,2095.64,6.7,4.89,716.84,3.185,1.281,2.2,541.21
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,0.21,22.37,194.09,16.17,76.69,3.49,9.68,389.19,0.653,0.384,0.12,1247.72
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,301.23,782.5,100.6,17.31,1813.68,16.67,5.34,730.74,3.446,1.451,1.91,650.61
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,354.55,1101.18,95.99,20.71,1952.36,9.76,4.52,724.04,4.026,1.863,2.1,490.33
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,907.8,556.73,184.47,5.25,1454.68,2.25,6.02,363.25,41.732,0.885,0.45,932.5
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,1389.94,1982.04,778.64,233.27,400.41,114.94,8.61,394.58,6.351,0.534,0.7,2188.59
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,358.56,1225.66,78.22,16.3,1701.94,61.56,4.21,655.31,3.919,1.415,2.39,675.09
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,1093.12,971.16,158.34,80.1,308.55,13.21,7.08,588.49,9.594,0.859,1.28,1169.43
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,376.13,795.75,112.41,1,1761.49,5.24,5.08,789.74,3.694,1.66,2.14,648.46
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,316.97,946.09,619.09,263.8,1976.13,12.19,5.61,684.49,3.908,2.02,2.19,546.86
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,344.08,813.91,90.87,9.95,1336.64,15,4.3,766,3.76,1.138,2.37,472.06
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,400.75,910.89,121.73,283.71,2013.95,5.87,4.74,699.16,4.106,2.136,2.09,554.3
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,1820.73,1464.5,133.29,86.59,266.08,9.02,6.14,532.62,10.72,0.888,1.08,1102.36
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,676.02,672.79,160.22,5.35,514.59,1.73,7.41,561.18,5.833,0.796,1.01,1755.02
"Sedimentary  Railway Shale Bendigo, Vic, Australia",Sedimentary,0,159.55,253.25,198.2,6.35,152.53,0.68,9,604.78,4.937,1.017,0.76,1461.25
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,43.81,440.42,159.27,174.57,191.03,139.91,2.76,9.51,0.464,0.033,1.66,159.79
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,151.9,919.77,491.49,511.76,158.02,28.09,3.67,12.42,0.685,0.028,4.85,908.68
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,20.12,128.85,223.84,56.11,38.43,18.33,0.21,1.1,0.205,0.007,0.69,65.77
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,797.68,967.44,921.33,122.95,111.17,73.36,0.72,2.42,0.18,0.038,2.7,133.08
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,246.75,1218.08,802.32,642.6,138.26,28.01,4.74,11.47,1.071,0.007,5.66,1080.43
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,217.4,899.89,571.62,256.53,125.41,86.29,0.95,5.14,0.558,0.007,1.9,204.17
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,43.91,481.24,248.89,386.92,193.61,101.72,3.46,11.77,0.501,0.025,3.86,186.39
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,249.85,1375.92,629.05,598.89,164.32,28.83,6.01,13.25,0.884,0.055,4.96,1020.03
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,175.1,915.33,419.7,511.17,148.06,30.38,3.56,11.31,0.656,0.032,5.93,728.96
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,186.18,1402.39,619.33,558.09,176.85,45.17,7.87,13.08,0.968,0.053,4.2,979.11
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,87.58,642.51,975.84,286.66,336.49,101.5,1.84,7.99,0.752,0.007,2.13,177.25
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,54.93,406.51,206.88,237.18,81.22,55.8,2.74,4.73,0.13,0.029,1.73,236.57
"Sedimentary Gordon Group Benjamin Limestone Florentine Valley, Tas, Australia",Sedimentary,0,167.25,938.64,443.65,441.99,179.9,38.63,6.46,13.98,0.856,0.04,5.18,791.43
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,88.3,234.7,236.78,16.18,263.68,3.46,5.42,290.15,0.13,0.074,3.24,311.73
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,231.97,432.57,203.47,75.78,686.33,8.11,13.06,134.34,0.13,0.184,2.01,318.27
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,93.19,285.79,236.7,41,312.14,0.8,8.44,43.89,0.764,0.117,0.9,203.29
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,104.45,273.14,242.43,37.76,253,0.64,7.98,36.11,0.578,0.092,0.76,183.27
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,81.1,249.21,190.16,36.31,292.03,0.58,7.34,42.39,0.575,0.071,1.15,177.45
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,98.51,254.33,263.51,102.42,324.24,4.71,7.44,399.28,0.13,0.098,4.63,282.98
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,98.82,250.79,213.33,126.94,269.94,3.94,6.14,347.04,0.13,0.078,4.57,402.09
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,93.12,248.55,200.34,14.37,286.19,3.43,5.49,294.66,0.13,0.083,3.44,285.46
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,204.34,406.81,128.93,77.96,296.06,15.42,9.18,42.9,0.13,0.163,0.41,294.39
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,369.86,669.24,274.31,225.49,1040.99,5.09,27.7,104.08,0.13,0.246,3.26,481.43
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,83.51,279.75,194.56,39.34,325.55,0.62,8.55,44.43,0.708,0.115,1.17,196.7
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,449.23,731.77,426.71,138.36,1441.12,61.78,23.99,100.86,0.13,0.299,6.06,656.2
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,136.77,348.13,242.75,73.44,337.88,0.78,9.17,49.24,0.714,0.116,1.26,215.92
"Sedimentary Mt Charter Group Que River Shale Bulgobac River, Tas, Australia",Sedimentary,0,230.3,316.04,228.69,124.86,355.59,10.05,9.96,40.37,0.13,0.124,2.04,230.89
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,344.56,518.61,84.99,47.13,875.58,5.96,1.23,11.85,0.967,0.03,1.66,78.01
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,253.3,411.57,189.38,67.11,576.83,244.54,1.82,14.87,1.29,0.054,4.29,175.51
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,153.33,406.7,481.71,46.88,472.18,23.9,1.21,6.62,0.669,0.007,2.14,53.99
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,155.34,321.83,488.27,60.68,418.83,25.27,1.22,5.17,0.611,0.036,2.08,19.21
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,294.22,467.87,112.41,89.48,527.3,19.97,1.36,11.75,1.288,0.035,7.86,131.27
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,452.28,543.64,114.18,96.44,1235.78,11.59,1.9,16.07,1.52,0.06,3.69,221.25
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,527.28,696.72,122.65,68.64,1295.68,11.06,1.71,19.23,1.407,0.007,3.53,99.66
"Sedimentary Rocky Cape Group Cowrie Siltstone Arthur River, Tas, Australia",Sedimentary,0,457.92,608.75,121.59,146.55,1008.17,9.39,1.48,13.1,1.338,0.033,2.13,84.32
